submission_id,question,response1,sentence_left,context_picture,pic,experiment_id,picture2,correct1,question1,problems,enjoyment,item,botresponse,trials,correct2,pic_spec,understand,text,condition,sentence,age,response,comments,ref_spec,picture1,response3,education,target_size,name,languages,sex,RT,correct3,context,trial_number,startTime,attempts,question3,fairprice,question2,response2,correct,adj_cond,trial_name,utterance
707,<i>What do you think Speaker A meant? </i>,NA,The Empire State Building is tall relative to other,NA,NA,19,NA,NA,NA,none at all,1,NA,elizabeth,1,NA,NA,yes,NA,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",32,buildings,this was fun thanks,NA,NA,NA,some_college,NA,comp_class_warmup,English,female,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br /><br />,1,1571855149571,1,NA,1.5,NA,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA
707,NA,small,NA,NA,NA,19,warmup/great-dane.jpg,pug,This is a,none at all,1,dogs,elizabeth,NA,great dane,NA,yes,Please label the pictures below.,NA,NA,32,NA,this was fun thanks,NA,warmup/pug.jpg,dog,some_college,NA,NA,English,female,NA,dogs,NA,1,1571855149571,1,This is a,1.5,These are both,large,NA,NA,warmup1,NA
707,NA,pug,NA,NA,NA,19,warmup/great-dane.jpg,pug,This is a,none at all,1,dogs,elizabeth,NA,great dane,NA,yes,Please label the pictures below.,NA,NA,32,NA,this was fun thanks,NA,warmup/pug.jpg,dogs,some_college,NA,NA,English,female,NA,dogs,NA,1,1571855149571,2,This is a,1.5,These are both,great dane,NA,NA,warmup1,NA
707,NA,sword fish,NA,NA,NA,19,warmup/goldfish.png,swordfish,This is a,none at all,1,fish,elizabeth,NA,goldfish,NA,yes,Please label the pictures below.,NA,NA,32,NA,this was fun thanks,NA,warmup/swordfish.jpg,fish,some_college,NA,NA,English,female,NA,fish,NA,2,1571855149571,1,This is a,1.5,These are both,goldfish,NA,NA,warmup1,NA
707,NA,swordfish,NA,NA,NA,19,warmup/goldfish.png,swordfish,This is a,none at all,1,fish,elizabeth,NA,goldfish,NA,yes,Please label the pictures below.,NA,NA,32,NA,this was fun thanks,NA,warmup/swordfish.jpg,fish,some_college,NA,NA,English,female,NA,fish,NA,2,1571855149571,2,This is a,1.5,These are both,goldfish,NA,NA,warmup1,NA
707,NA,daily,NA,NA,NA,19,warmup/sunflower.png,dandelion,This is a,none at all,1,flowers,elizabeth,NA,sunflower,NA,yes,Please label the pictures below.,NA,NA,32,NA,this was fun thanks,NA,warmup/dandelion.jpg,flower,some_college,NA,NA,English,female,NA,flowers,NA,3,1571855149571,1,This is a,1.5,These are both,sunflower,NA,NA,warmup1,NA
707,NA,dandelion,NA,NA,NA,19,warmup/sunflower.png,dandelion,This is a,none at all,1,flowers,elizabeth,NA,sunflower,NA,yes,Please label the pictures below.,NA,NA,32,NA,this was fun thanks,NA,warmup/dandelion.jpg,flowers,some_college,NA,NA,English,female,NA,flowers,NA,3,1571855149571,2,This is a,1.5,These are both,sunflower,NA,NA,warmup1,NA
707,What do you think your friend meant?,NA,It is big  relative to other,images/dog-parade-basic2.png,images/great-dane.png,19,NA,NA,NA,none at all,1,dogs2,elizabeth,NA,NA,0,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,NA,32,dogs,this was fun thanks,2,NA,NA,some_college,big,NA,English,female,NA,NA,You and your friend see  the following:,1,1571855149571,NA,NA,1.5,NA,NA,NA,basic,custom_main_text1,Your friend says: <br/><b>That's a big one.</b>
707,What do you think your friend meant?,NA,It is small  relative to other,images/fish-parade-goldfish.png,images/goldfish.png,19,NA,NA,NA,none at all,1,fish,elizabeth,NA,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,NA,32,fish,this was fun thanks,2,NA,NA,some_college,small,NA,English,female,NA,NA,You and your friend see  the following:,2,1571855149571,NA,NA,1.5,NA,NA,NA,congr,custom_main_text1,Your friend says: <br/><b>That's a small one.</b>
707,What do you think your friend meant?,NA,It is big  relative to other,images/flower-parade-sunflower.png,images/sunflower.png,19,NA,NA,NA,none at all,1,flowers,elizabeth,NA,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,NA,32,flowers,this was fun thanks,2,NA,NA,some_college,big,NA,English,female,NA,NA,You and your friend see  the following:,3,1571855149571,NA,NA,1.5,NA,NA,NA,congr,custom_main_text1,Your friend says: <br/><b>That's a big one.</b>
707,NA,hummingbird,NA,NA,NA,19,warmup/eagle.jpg,hummingbird,This is a,none at all,1,birds,elizabeth,NA,eagle,NA,yes,Please label the pictures below.,NA,NA,32,NA,this was fun thanks,NA,warmup/colibri.jpg,birds,some_college,NA,NA,English,female,NA,birds,NA,1,1571855149571,1,This is an,1.5,These are both,eagle,NA,NA,warmup2,NA
707,NA,chiwowa,NA,NA,NA,19,warmup/doberman.png,chihuahua,This is a,none at all,1,dogs,elizabeth,NA,doberman,NA,yes,Please label the pictures below.,NA,NA,32,NA,this was fun thanks,NA,warmup/chihuahua.jpg,dogs,some_college,NA,NA,English,female,NA,dogs,NA,2,1571855149571,1,This is a,1.5,These are both,doberman,NA,NA,warmup2,NA
707,NA,chihuahua,NA,NA,NA,19,warmup/doberman.png,chihuahua,This is a,none at all,1,dogs,elizabeth,NA,doberman,NA,yes,Please label the pictures below.,NA,NA,32,NA,this was fun thanks,NA,warmup/chihuahua.jpg,dogs,some_college,NA,NA,English,female,NA,dogs,NA,2,1571855149571,2,This is a,1.5,These are both,doberman,NA,NA,warmup2,NA
707,NA,oaktree,NA,NA,NA,19,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a,none at all,1,trees,elizabeth,NA,bonsai,NA,yes,Please label the pictures below.,NA,NA,32,NA,this was fun thanks,NA,warmup/sequoia.png,trees,some_college,NA,NA,English,female,NA,trees,NA,3,1571855149571,1,This is a,1.5,These are both,bonzi,NA,NA,warmup2,NA
707,NA,redwood,NA,NA,NA,19,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a,none at all,1,trees,elizabeth,NA,bonsai,NA,yes,Please label the pictures below.,NA,NA,32,NA,this was fun thanks,NA,warmup/sequoia.png,trees,some_college,NA,NA,English,female,NA,trees,NA,3,1571855149571,2,This is a,1.5,These are both,bonsai,NA,NA,warmup2,NA
707,What do you think your friend meant?,NA,It is big  relative to other,images/tree-parade-basic.png,images/redwood.png,19,NA,NA,NA,none at all,1,trees,elizabeth,NA,NA,0,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,NA,32,trees,this was fun thanks,2,NA,NA,some_college,big,NA,English,female,NA,NA,You and your friend see  the following:,1,1571855149571,NA,NA,1.5,NA,NA,NA,basic,custom_main_text2,Your friend says: <br/><b>That's a big one.</b>
707,What do you think your friend meant?,NA,It is small  relative to other,images/bird-parade-basic.png,images/hummingbird.png,19,NA,NA,NA,none at all,1,birds,elizabeth,NA,NA,0,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,NA,32,bird,this was fun thanks,2,NA,NA,some_college,small,NA,English,female,NA,NA,You and your friend see  the following:,2,1571855149571,NA,NA,1.5,NA,NA,NA,basic,custom_main_text2,Your friend says: <br/><b>That's a small one.</b>
707,What do you think your friend meant?,NA,It is small  relative to other,images/dog-parade-chihuahua.png,images/chihuahua.png,19,NA,NA,NA,none at all,1,dogs1,elizabeth,NA,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,NA,32,dogs,this was fun thanks,2,NA,NA,some_college,small,NA,English,female,NA,NA,You and your friend see  the following:,3,1571855149571,NA,NA,1.5,NA,NA,NA,congr,custom_main_text2,Your friend says: <br/><b>That's a small one.</b>
698,<i>What do you think Speaker A meant? </i>,NA,The Empire State Building is tall relative to other,NA,NA,19,NA,NA,NA,none,1,NA,mary,1,NA,NA,yes,NA,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",46,buildings,none,NA,NA,NA,some_college,NA,comp_class_warmup,English,female,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br /><br />,1,1571853072949,1,NA,1,NA,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA
698,NA,dandelion,NA,NA,NA,19,warmup/sunflower.png,dandelion,This is a,none,1,flowers,mary,NA,sunflower,NA,yes,Please label the pictures below.,NA,NA,46,NA,none,NA,warmup/dandelion.jpg,flowers,some_college,NA,NA,English,female,NA,flowers,NA,1,1571853072949,1,This is a,1,These are both,sunflower,NA,NA,warmup1,NA
698,NA,pug,NA,NA,NA,19,warmup/great-dane.jpg,pug,This is a,none,1,dogs,mary,NA,great dane,NA,yes,Please label the pictures below.,NA,NA,46,NA,none,NA,warmup/pug.jpg,dogs,some_college,NA,NA,English,female,NA,dogs,NA,2,1571853072949,1,This is a,1,These are both,great dane,NA,NA,warmup1,NA
698,NA,hummingbird,NA,NA,NA,19,warmup/eagle.jpg,hummingbird,This is a,none,1,birds,mary,NA,eagle,NA,yes,Please label the pictures below.,NA,NA,46,NA,none,NA,warmup/colibri.jpg,birds,some_college,NA,NA,English,female,NA,birds,NA,3,1571853072949,1,This is an,1,These are both,eagle,NA,NA,warmup1,NA
698,What do you think your friend meant?,NA,It is small  relative to other,images/dog-parade-basic2.png,images/pug.png,19,NA,NA,NA,none,1,dogs2,mary,NA,NA,0,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,NA,46,dogs,none,2,NA,NA,some_college,small,NA,English,female,NA,NA,You and your friend see  the following:,1,1571853072949,NA,NA,1,NA,NA,NA,basic,custom_main_text1,Your friend says: <br/><b>That's a small one.</b>
698,What do you think your friend meant?,NA,It is small  relative to other,images/flower-parade-dandelion.png,images/dandelion.png,19,NA,NA,NA,none,1,flowers,mary,NA,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,NA,46,flowers,none,2,NA,NA,some_college,small,NA,English,female,NA,NA,You and your friend see  the following:,2,1571853072949,NA,NA,1,NA,NA,NA,congr,custom_main_text1,Your friend says: <br/><b>That's a small one.</b>
698,What do you think your friend meant?,NA,It is big  relative to other,images/bird-parade-eagle.png,images/eagle.png,19,NA,NA,NA,none,1,birds,mary,NA,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,NA,46,eagles,none,2,NA,NA,some_college,big,NA,English,female,NA,NA,You and your friend see  the following:,3,1571853072949,NA,NA,1,NA,NA,NA,congr,custom_main_text1,Your friend says: <br/><b>That's a big one.</b>
698,NA,sequoia,NA,NA,NA,19,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a,none,1,trees,mary,NA,bonsai,NA,yes,Please label the pictures below.,NA,NA,46,NA,none,NA,warmup/sequoia.png,trees,some_college,NA,NA,English,female,NA,trees,NA,1,1571853072949,1,This is a,1,These are both,bonsai,NA,NA,warmup2,NA
698,NA,minpin,NA,NA,NA,19,warmup/doberman.png,chihuahua,This is a,none,1,dogs,mary,NA,doberman,NA,yes,Please label the pictures below.,NA,NA,46,NA,none,NA,warmup/chihuahua.jpg,dogs,some_college,NA,NA,English,female,NA,dogs,NA,2,1571853072949,1,This is a,1,These are both,doberman,NA,NA,warmup2,NA
698,NA,chihuahua,NA,NA,NA,19,warmup/doberman.png,chihuahua,This is a,none,1,dogs,mary,NA,doberman,NA,yes,Please label the pictures below.,NA,NA,46,NA,none,NA,warmup/chihuahua.jpg,dogs,some_college,NA,NA,English,female,NA,dogs,NA,2,1571853072949,2,This is a,1,These are both,doberman,NA,NA,warmup2,NA
698,NA,swordfish,NA,NA,NA,19,warmup/goldfish.png,swordfish,This is a,none,1,fish,mary,NA,goldfish,NA,yes,Please label the pictures below.,NA,NA,46,NA,none,NA,warmup/swordfish.jpg,fish,some_college,NA,NA,English,female,NA,fish,NA,3,1571853072949,1,This is a,1,These are both,goldfish,NA,NA,warmup2,NA
698,What do you think your friend meant?,NA,It is big  relative to other,images/fish-parade-basic.png,images/swordfish.png,19,NA,NA,NA,none,1,fish,mary,NA,NA,0,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,NA,46,fish,none,2,NA,NA,some_college,big,NA,English,female,NA,NA,You and your friend see  the following:,1,1571853072949,NA,NA,1,NA,NA,NA,basic,custom_main_text2,Your friend says: <br/><b>That's a big one.</b>
698,What do you think your friend meant?,NA,It is big  relative to other,images/tree-parade-basic.png,images/redwood.png,19,NA,NA,NA,none,1,trees,mary,NA,NA,0,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,NA,46,trees,none,2,NA,NA,some_college,big,NA,English,female,NA,NA,You and your friend see  the following:,2,1571853072949,NA,NA,1,NA,NA,NA,basic,custom_main_text2,Your friend says: <br/><b>That's a big one.</b>
698,What do you think your friend meant?,NA,It is small  relative to other,images/dog-parade-chihuahua.png,images/chihuahua.png,19,NA,NA,NA,none,1,dogs1,mary,NA,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,NA,46,chihuahuas,none,2,NA,NA,some_college,small,NA,English,female,NA,NA,You and your friend see  the following:,3,1571853072949,NA,NA,1,NA,NA,NA,congr,custom_main_text2,Your friend says: <br/><b>That's a small one.</b>
696,<i>What do you think Speaker A meant? </i>,NA,The Empire State Building is tall relative to other,NA,NA,19,NA,NA,NA,NO,2,NA,Patricia,1,NA,NA,yes,NA,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",25,Buildings,Interesting survey,NA,NA,NA,graduated_college,NA,comp_class_warmup,English,male,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br /><br />,1,1571852891995,1,NA,2,NA,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA
696,NA,sdfsdgdfhdfd,NA,NA,NA,19,warmup/eagle.jpg,hummingbird,This is a,NO,2,birds,Patricia,NA,eagle,NA,yes,Please label the pictures below.,NA,NA,25,NA,Interesting survey,NA,warmup/colibri.jpg,birds,graduated_college,NA,NA,English,male,NA,birds,NA,1,1571852891995,1,This is an,2,These are both,gjrfjyfjfhyjgh,NA,NA,warmup1,NA
696,NA,hummingbird,NA,NA,NA,19,warmup/eagle.jpg,hummingbird,This is a,NO,2,birds,Patricia,NA,eagle,NA,yes,Please label the pictures below.,NA,NA,25,NA,Interesting survey,NA,warmup/colibri.jpg,birds,graduated_college,NA,NA,English,male,NA,birds,NA,1,1571852891995,2,This is an,2,These are both,eagle,NA,NA,warmup1,NA
696,NA,ygjut,NA,NA,NA,19,warmup/sunflower.png,dandelion,This is a,NO,2,flowers,Patricia,NA,sunflower,NA,yes,Please label the pictures below.,NA,NA,25,NA,Interesting survey,NA,warmup/dandelion.jpg,flowers,graduated_college,NA,NA,English,male,NA,flowers,NA,2,1571852891995,1,This is a,2,These are both,uhrt,NA,NA,warmup1,NA
696,NA,dandelion,NA,NA,NA,19,warmup/sunflower.png,dandelion,This is a,NO,2,flowers,Patricia,NA,sunflower,NA,yes,Please label the pictures below.,NA,NA,25,NA,Interesting survey,NA,warmup/dandelion.jpg,flowers,graduated_college,NA,NA,English,male,NA,flowers,NA,2,1571852891995,2,This is a,2,These are both,sunflower,NA,NA,warmup1,NA
696,NA,gsdfgsdf,NA,NA,NA,19,warmup/great-dane.jpg,pug,This is a,NO,2,dogs,Patricia,NA,great dane,NA,yes,Please label the pictures below.,NA,NA,25,NA,Interesting survey,NA,warmup/pug.jpg,dogs,graduated_college,NA,NA,English,male,NA,dogs,NA,3,1571852891995,1,This is a,2,These are both,ghdfhfdhdhfd,NA,NA,warmup1,NA
696,NA,pug,NA,NA,NA,19,warmup/great-dane.jpg,pug,This is a,NO,2,dogs,Patricia,NA,great dane,NA,yes,Please label the pictures below.,NA,NA,25,NA,Interesting survey,NA,warmup/pug.jpg,dogs,graduated_college,NA,NA,English,male,NA,dogs,NA,3,1571852891995,2,This is a,2,These are both,great dane,NA,NA,warmup1,NA
696,What do you think your friend meant?,NA,It is small  relative to other,images/flower-parade-basic.png,images/dandelion.png,19,NA,NA,NA,NO,2,flowers,Patricia,NA,NA,0,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,NA,25,dyttrty,Interesting survey,2,NA,NA,graduated_college,small,NA,English,male,NA,NA,You and your friend see  the following:,1,1571852891995,NA,NA,2,NA,NA,NA,basic,custom_main_text1,Your friend says: <br/><b>That's a small one.</b>
696,What do you think your friend meant?,NA,It is big  relative to other,images/bird-parade-basic.png,images/eagle.png,19,NA,NA,NA,NO,2,birds,Patricia,NA,NA,0,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,NA,25,boy,Interesting survey,2,NA,NA,graduated_college,big,NA,English,male,NA,NA,You and your friend see  the following:,2,1571852891995,NA,NA,2,NA,NA,NA,basic,custom_main_text1,Your friend says: <br/><b>That's a big one.</b>
696,What do you think your friend meant?,NA,It is small  relative to other,images/dog-parade-basic2.png,images/pug.png,19,NA,NA,NA,NO,2,dogs2,Patricia,NA,NA,0,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,NA,25,pug,Interesting survey,2,NA,NA,graduated_college,small,NA,English,male,NA,NA,You and your friend see  the following:,3,1571852891995,NA,NA,2,NA,NA,NA,basic,custom_main_text1,Your friend says: <br/><b>That's a small one.</b>
696,NA,ddsgh,NA,NA,NA,19,warmup/doberman.png,chihuahua,This is a,NO,2,dogs,Patricia,NA,doberman,NA,yes,Please label the pictures below.,NA,NA,25,NA,Interesting survey,NA,warmup/chihuahua.jpg,dogs,graduated_college,NA,NA,English,male,NA,dogs,NA,1,1571852891995,1,This is a,2,These are both,hdgfgu,NA,NA,warmup2,NA
696,NA,chihuahua,NA,NA,NA,19,warmup/doberman.png,chihuahua,This is a,NO,2,dogs,Patricia,NA,doberman,NA,yes,Please label the pictures below.,NA,NA,25,NA,Interesting survey,NA,warmup/chihuahua.jpg,dogs,graduated_college,NA,NA,English,male,NA,dogs,NA,1,1571852891995,2,This is a,2,These are both,doberman,NA,NA,warmup2,NA
696,NA,sdfgsf,NA,NA,NA,19,warmup/goldfish.png,swordfish,This is a,NO,2,fish,Patricia,NA,goldfish,NA,yes,Please label the pictures below.,NA,NA,25,NA,Interesting survey,NA,warmup/swordfish.jpg,fish,graduated_college,NA,NA,English,male,NA,fish,NA,2,1571852891995,1,This is a,2,These are both,ghjrgju,NA,NA,warmup2,NA
696,NA,swordfish,NA,NA,NA,19,warmup/goldfish.png,swordfish,This is a,NO,2,fish,Patricia,NA,goldfish,NA,yes,Please label the pictures below.,NA,NA,25,NA,Interesting survey,NA,warmup/swordfish.jpg,fish,graduated_college,NA,NA,English,male,NA,fish,NA,2,1571852891995,2,This is a,2,These are both,goldfish,NA,NA,warmup2,NA
