submission_id,question,response1,sentence_left,context_picture,pic,experiment_id,picture2,correct1,question1,problems,enjoyment,item,botresponse,trials,correct2,pic_spec,understand,text,condition,sentence,age,response,comments,ref_spec,picture1,response3,education,target_size,name,languages,sex,RT,correct3,context,trial_number,startTime,attempts,question3,fairprice,question2,response2,correct,adj_cond,trial_name,utterance
704,<i>What do you think Speaker A meant? </i>,NA,The Empire State Building is tall relative to other,NA,NA,18,NA,NA,NA,"I did think the great dane picture didn't really look like one, but I did enjoy the survey. Thank you",2,NA,jessica,1,NA,NA,yes,NA,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",52,buildings,NA,NA,NA,NA,some_college,NA,comp_class_warmup,English,male,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br /><br />,1,1571854576434,1,NA,1,NA,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA
704,NA,shark,NA,NA,NA,18,warmup/goldfish.png,swordfish,This is a,"I did think the great dane picture didn't really look like one, but I did enjoy the survey. Thank you",2,fish,jessica,NA,goldfish,NA,yes,Please label the pictures below.,NA,NA,52,NA,NA,NA,warmup/swordfish.jpg,fish,some_college,NA,NA,English,male,NA,fish,NA,1,1571854576434,1,This is a,1,These are both,goldfish,NA,NA,warmup1,NA
704,NA,swordfish,NA,NA,NA,18,warmup/goldfish.png,swordfish,This is a,"I did think the great dane picture didn't really look like one, but I did enjoy the survey. Thank you",2,fish,jessica,NA,goldfish,NA,yes,Please label the pictures below.,NA,NA,52,NA,NA,NA,warmup/swordfish.jpg,fish,some_college,NA,NA,English,male,NA,fish,NA,1,1571854576434,2,This is a,1,These are both,goldfish,NA,NA,warmup1,NA
704,NA,hummingbird,NA,NA,NA,18,warmup/eagle.jpg,hummingbird,This is a,"I did think the great dane picture didn't really look like one, but I did enjoy the survey. Thank you",2,birds,jessica,NA,eagle,NA,yes,Please label the pictures below.,NA,NA,52,NA,NA,NA,warmup/colibri.jpg,birds,some_college,NA,NA,English,male,NA,birds,NA,2,1571854576434,1,This is an,1,These are both,eagle,NA,NA,warmup1,NA
704,NA,dandelion,NA,NA,NA,18,warmup/sunflower.png,dandelion,This is a,"I did think the great dane picture didn't really look like one, but I did enjoy the survey. Thank you",2,flowers,jessica,NA,sunflower,NA,yes,Please label the pictures below.,NA,NA,52,NA,NA,NA,warmup/dandelion.jpg,flowers,some_college,NA,NA,English,male,NA,flowers,NA,3,1571854576434,1,This is a,1,These are both,sunflower,NA,NA,warmup1,NA
704,What do you think your friend meant?,NA,It is small  relative to other,images/flower-parade-basic.png,images/dandelion.png,18,NA,NA,NA,"I did think the great dane picture didn't really look like one, but I did enjoy the survey. Thank you",2,flowers,jessica,NA,NA,0,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,NA,52,flowers,NA,0,NA,NA,some_college,small,NA,English,male,NA,NA,You and your friend see the following:,1,1571854576434,NA,NA,1,NA,NA,NA,basic,custom_main_text1,Your friend says: <br/><b>That's a small flower.</b>
704,What do you think your friend meant?,NA,It is big  relative to other,images/fish-parade-swordfish.png,images/swordfish.png,18,NA,NA,NA,"I did think the great dane picture didn't really look like one, but I did enjoy the survey. Thank you",2,fish,jessica,NA,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,NA,52,fish,NA,0,NA,NA,some_college,big,NA,English,male,NA,NA,You and your friend see the following:,2,1571854576434,NA,NA,1,NA,NA,NA,congr,custom_main_text1,Your friend says: <br/><b>That's a big fish.</b>
704,What do you think your friend meant?,NA,It is small  relative to other,images/bird-parade-hummingbird.png,images/hummingbird.png,18,NA,NA,NA,"I did think the great dane picture didn't really look like one, but I did enjoy the survey. Thank you",2,birds,jessica,NA,NA,1,yes,"Your friend runs far ahead of you, and you see him in the distance:",prenominal,NA,52,birds,NA,0,NA,NA,some_college,small,NA,English,male,NA,NA,You and your friend see the following:,3,1571854576434,NA,NA,1,NA,NA,NA,congr,custom_main_text1,Your friend says: <br/><b>That's a small bird.</b>
704,NA,chihuahua,NA,NA,NA,18,warmup/doberman.png,chihuahua,This is a,"I did think the great dane picture didn't really look like one, but I did enjoy the survey. Thank you",2,dogs,jessica,NA,doberman,NA,yes,Please label the pictures below.,NA,NA,52,NA,NA,NA,warmup/chihuahua.jpg,dogs,some_college,NA,NA,English,male,NA,dogs,NA,1,1571854576434,1,This is a,1,These are both,dobermann,NA,NA,warmup2,NA
704,NA,chihuahua,NA,NA,NA,18,warmup/doberman.png,chihuahua,This is a,"I did think the great dane picture didn't really look like one, but I did enjoy the survey. Thank you",2,dogs,jessica,NA,doberman,NA,yes,Please label the pictures below.,NA,NA,52,NA,NA,NA,warmup/chihuahua.jpg,dogs,some_college,NA,NA,English,male,NA,dogs,NA,1,1571854576434,2,This is a,1,These are both,doberman,NA,NA,warmup2,NA
704,NA,oak,NA,NA,NA,18,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a,"I did think the great dane picture didn't really look like one, but I did enjoy the survey. Thank you",2,trees,jessica,NA,bonsai,NA,yes,Please label the pictures below.,NA,NA,52,NA,NA,NA,warmup/sequoia.png,trees,some_college,NA,NA,English,male,NA,trees,NA,2,1571854576434,1,This is a,1,These are both,bonsai,NA,NA,warmup2,NA
704,NA,redwood,NA,NA,NA,18,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a,"I did think the great dane picture didn't really look like one, but I did enjoy the survey. Thank you",2,trees,jessica,NA,bonsai,NA,yes,Please label the pictures below.,NA,NA,52,NA,NA,NA,warmup/sequoia.png,trees,some_college,NA,NA,English,male,NA,trees,NA,2,1571854576434,2,This is a,1,These are both,bonsai,NA,NA,warmup2,NA
704,NA,pug,NA,NA,NA,18,warmup/great-dane.jpg,pug,This is a,"I did think the great dane picture didn't really look like one, but I did enjoy the survey. Thank you",2,dogs,jessica,NA,great dane,NA,yes,Please label the pictures below.,NA,NA,52,NA,NA,NA,warmup/pug.jpg,dogs,some_college,NA,NA,English,male,NA,dogs,NA,3,1571854576434,1,This is a,1,These are both,grey,NA,NA,warmup2,NA
