submission_id,question,response1,target_picture,context_picture,experiment_id,picture2,correct1,question1,problems,enjoyment,item,botresponse,trials,correct2,understand,text,sentence,syntax,target,age,response,comments,picture1,response3,education,name,languages,sex,RT,correct3,context,trial_number,startTime,attempts,paraphrase,question3,fairprice,reference,question2,response2,correct,trial_name,adj,utterance
2063,<i>What do you think Speaker A meant? </i>,NA,NA,NA,32,NA,NA,NA,no,1,NA,sarah,1,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,29,buildings,NA,NA,NA,some_college,comp_class_warmup,english,male,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1585590886597,1,The Empire State Building is tall relative to other,NA,2,NA,NA,NA,"buildings, skyscrapers, houses, constructions (choose one)",comp_class_warmup,NA,NA
2063,NA,puppy,NA,NA,32,warmup/great-dane.jpg,pug,This is a,no,1,dogs2,sarah,NA,great dane,yes,Please label the pictures below.,NA,NA,NA,29,NA,NA,warmup/pug.jpg,animals,some_college,NA,english,male,NA,dogs,NA,1,1585590886597,1,NA,This is a,2,NA,These are both,dog,NA,warmup1,NA,NA
2063,NA,pug,NA,NA,32,warmup/great-dane.jpg,pug,This is a,no,1,dogs2,sarah,NA,great dane,yes,Please label the pictures below.,NA,NA,NA,29,NA,NA,warmup/pug.jpg,dogs,some_college,NA,english,male,NA,dogs,NA,1,1585590886597,2,NA,This is a,2,NA,These are both,dane,NA,warmup1,NA,NA
2063,NA,pug,NA,NA,32,warmup/great-dane.jpg,pug,This is a,no,1,dogs2,sarah,NA,great dane,yes,Please label the pictures below.,NA,NA,NA,29,NA,NA,warmup/pug.jpg,dogs,some_college,NA,english,male,NA,dogs,NA,1,1585590886597,3,NA,This is a,2,NA,These are both,dane,NA,warmup1,NA,NA
2063,NA,pug,NA,NA,32,warmup/great-dane.jpg,pug,This is a,no,1,dogs2,sarah,NA,great dane,yes,Please label the pictures below.,NA,NA,NA,29,NA,NA,warmup/pug.jpg,dogs,some_college,NA,english,male,NA,dogs,NA,1,1585590886597,4,NA,This is a,2,NA,These are both,dane,NA,warmup1,NA,NA
2063,NA,pug,NA,NA,32,warmup/great-dane.jpg,pug,This is a,no,1,dogs2,sarah,NA,great dane,yes,Please label the pictures below.,NA,NA,NA,29,NA,NA,warmup/pug.jpg,dogs,some_college,NA,english,male,NA,dogs,NA,1,1585590886597,5,NA,This is a,2,NA,These are both,dane,NA,warmup1,NA,NA
2063,NA,pug,NA,NA,32,warmup/great-dane.jpg,pug,This is a,no,1,dogs2,sarah,NA,great dane,yes,Please label the pictures below.,NA,NA,NA,29,NA,NA,warmup/pug.jpg,dogs,some_college,NA,english,male,NA,dogs,NA,1,1585590886597,6,NA,This is a,2,NA,These are both,dane,NA,warmup1,NA,NA
2063,NA,pug,NA,NA,32,warmup/great-dane.jpg,pug,This is a,no,1,dogs2,sarah,NA,great dane,yes,Please label the pictures below.,NA,NA,NA,29,NA,NA,warmup/pug.jpg,dogs,some_college,NA,english,male,NA,dogs,NA,1,1585590886597,7,NA,This is a,2,NA,These are both,great dane,NA,warmup1,NA,NA
2063,NA,daisy,NA,NA,32,warmup/sunflower.png,dandelion,This is a,no,1,flowers,sarah,NA,sunflower,yes,Please label the pictures below.,NA,NA,NA,29,NA,NA,warmup/dandelion.jpg,flowers,some_college,NA,english,male,NA,flowers,NA,2,1585590886597,1,NA,This is a,2,NA,These are both,sunflower,NA,warmup1,NA,NA
2063,NA,dandelion,NA,NA,32,warmup/sunflower.png,dandelion,This is a,no,1,flowers,sarah,NA,sunflower,yes,Please label the pictures below.,NA,NA,NA,29,NA,NA,warmup/dandelion.jpg,flowers,some_college,NA,english,male,NA,flowers,NA,2,1585590886597,2,NA,This is a,2,NA,These are both,sunflower,NA,warmup1,NA,NA
