submission_id,question,response1,sentence_left,context_picture,pic,experiment_id,picture2,correct1,question1,problems,enjoyment,item,botresponse,trials,correct2,pic_spec,understand,text,condition,sentence,age,response,comments,ref_spec,picture1,response3,education,target_size,name,languages,sex,RT,correct3,context,trial_number,startTime,attempts,question3,fairprice,question2,response2,correct,adj_cond,trial_name,utterance
622,<i>What do you think Speaker A meant? </i>,NA,The Empire State Building is tall relative to other,NA,NA,20,NA,NA,NA,nothing,0,NA,jessica,1,NA,NA,NA,NA,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,stATE,nice,NA,NA,NA,graduated_college,NA,comp_class_warmup,english,NA,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br /><br />,1,1571853615671,1,NA,2,NA,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA
622,<i>What do you think Speaker A meant? </i>,NA,The Empire State Building is tall relative to other,NA,NA,20,NA,NA,NA,nothing,0,NA,jessica,1,NA,NA,NA,NA,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,BUILDING,nice,NA,NA,NA,graduated_college,NA,comp_class_warmup,english,NA,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br /><br />,1,1571853615671,2,NA,2,NA,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA
622,NA,SUN FLOWER TREE,NA,NA,NA,20,warmup/sunflower.png,dandelion,This is a,nothing,0,flowers,jessica,NA,sunflower,NA,NA,Please label the pictures below.,NA,NA,NA,NA,nice,NA,warmup/dandelion.jpg,SUN FLOWERS,graduated_college,NA,NA,english,NA,NA,flowers,NA,1,1571853615671,1,This is a,2,These are both,SUNFLOWER,NA,NA,warmup1,NA
622,NA,DENDELION,NA,NA,NA,20,warmup/sunflower.png,dandelion,This is a,nothing,0,flowers,jessica,NA,sunflower,NA,NA,Please label the pictures below.,NA,NA,NA,NA,nice,NA,warmup/dandelion.jpg,FLOWERS,graduated_college,NA,NA,english,NA,NA,flowers,NA,1,1571853615671,2,This is a,2,These are both,SUNFLOWER,NA,NA,warmup1,NA
622,NA,dendelion,NA,NA,NA,20,warmup/sunflower.png,dandelion,This is a,nothing,0,flowers,jessica,NA,sunflower,NA,NA,Please label the pictures below.,NA,NA,NA,NA,nice,NA,warmup/dandelion.jpg,FLOWERS,graduated_college,NA,NA,english,NA,NA,flowers,NA,1,1571853615671,3,This is a,2,These are both,SUNFLOWER,NA,NA,warmup1,NA
622,NA,dendelion,NA,NA,NA,20,warmup/sunflower.png,dandelion,This is a,nothing,0,flowers,jessica,NA,sunflower,NA,NA,Please label the pictures below.,NA,NA,NA,NA,nice,NA,warmup/dandelion.jpg,FLOWERS,graduated_college,NA,NA,english,NA,NA,flowers,NA,1,1571853615671,4,This is a,2,These are both,SUNFLOWER,NA,NA,warmup1,NA
622,NA,dandelion,NA,NA,NA,20,warmup/sunflower.png,dandelion,This is a,nothing,0,flowers,jessica,NA,sunflower,NA,NA,Please label the pictures below.,NA,NA,NA,NA,nice,NA,warmup/dandelion.jpg,FLOWERS,graduated_college,NA,NA,english,NA,NA,flowers,NA,1,1571853615671,5,This is a,2,These are both,SUNFLOWER,NA,NA,warmup1,NA
622,NA,tree,NA,NA,NA,20,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a,nothing,0,trees,jessica,NA,bonsai,NA,NA,Please label the pictures below.,NA,NA,NA,NA,nice,NA,warmup/sequoia.png,trees,graduated_college,NA,NA,english,NA,NA,trees,NA,2,1571853615671,1,This is a,2,These are both,small tree,NA,NA,warmup1,NA
622,NA,redwood,NA,NA,NA,20,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a,nothing,0,trees,jessica,NA,bonsai,NA,NA,Please label the pictures below.,NA,NA,NA,NA,nice,NA,warmup/sequoia.png,trees,graduated_college,NA,NA,english,NA,NA,trees,NA,2,1571853615671,2,This is a,2,These are both,bonsai,NA,NA,warmup1,NA
622,NA,fish,NA,NA,NA,20,warmup/goldfish.png,swordfish,This is a,nothing,0,fish,jessica,NA,goldfish,NA,NA,Please label the pictures below.,NA,NA,NA,NA,nice,NA,warmup/swordfish.jpg,fishes,graduated_college,NA,NA,english,NA,NA,fish,NA,3,1571853615671,1,This is a,2,These are both,fish,NA,NA,warmup1,NA
