submission_id,question,startDate,target_picture,context_picture,experiment_id,trial_type,problems,enjoyment,item,botresponse,trials,option2,option1,understand,text,sentence,syntax,ref_np,target,age,response,comments,education,target_size,name,languages,sex,RT,context,trial_number,startTime,attempts,item_noun,paraphrase,fairprice,correct,adj_cond,trial_name,adj,utterance
2768,<i>What do you think Speaker A meant? </i>,Thu Apr 08 2021 14:12:01 GMT-0400 (Eastern Daylight Time),NA,NA,39,NA,None that I noticed.,2,NA,Linda,1,NA,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,23,buildings,"Very interesting, fun survey. Thank you!",some_college,NA,comp_class_warmup,English,male,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1617905521412,1,NA,The Empire State Building is tall relative to other,1,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2768,What do you think your friend is saying it is small relative to?,Thu Apr 08 2021 14:12:01 GMT-0400 (Eastern Daylight Time),images/chihuahua-rescue.png,images/dog-parade-basic-rescue.png,39,critical,None that I noticed.,2,dogs1,Linda,NA,dogs,chihuahuas,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,rescue,chihuahua,23,chihuahuas,"Very interesting, fun survey. Thank you!",some_college,small,NA,English,male,10162,You visit your friend who works at an animal shelter and you see the following:,1,1617905521412,NA,dogs1_rescue,It is small relative to other,1,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That rescue is a small chihuahua.</b>
2768,What do you think your friend is saying it is big relative to?,Thu Apr 08 2021 14:12:01 GMT-0400 (Eastern Daylight Time),images/eagle.png,images/bird-parade-basic.png,39,critical,None that I noticed.,2,birds,Linda,NA,birds,eagles,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,rescue,eagle,23,eagles,"Very interesting, fun survey. Thank you!",some_college,big,NA,English,male,3032,You visit your friend who works at an animal shelter and you see the following:,2,1617905521412,NA,birds_rescue,It is big relative to other,1,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That rescue is a big eagle.</b>
2768,What do you think your friend is saying it is big relative to?,Thu Apr 08 2021 14:12:01 GMT-0400 (Eastern Daylight Time),images/skyscraper-landmark.png,images/buildings-parade-basic.png,39,critical,None that I noticed.,2,buildings,Linda,NA,skyscrapers,buildings,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,landmark,skyscraper,23,skyscrapers,"Very interesting, fun survey. Thank you!",some_college,big,NA,English,male,6139,You visit your friend who lives in another city. You take a walk and you see the following:,3,1617905521412,NA,buildings_landmark,It is big relative to other,1,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That big skyscraper is a landmark.</b>
2768,What do you think your friend is saying it is big relative to?,Thu Apr 08 2021 14:12:01 GMT-0400 (Eastern Daylight Time),images/doberman-rescue.png,images/dog-parade-basic-rescue.png,39,critical,None that I noticed.,2,dogs1,Linda,NA,dobermen,dogs,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,rescue,doberman,23,dobermen,"Very interesting, fun survey. Thank you!",some_college,big,NA,English,male,7138,You visit your friend who works at an animal shelter and you see the following:,4,1617905521412,NA,dogs1_rescue,It is big relative to other,1,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That big doberman is a rescue.</b>
2768,What do you think your friend is saying it is small relative to?,Thu Apr 08 2021 14:12:01 GMT-0400 (Eastern Daylight Time),images/stripmall-landmark.png,images/buildings-parade-basic.png,39,critical,None that I noticed.,2,buildings,Linda,NA,buildings,stripmalls,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,landmark,stripmall,23,stripmalls,"Very interesting, fun survey. Thank you!",some_college,small,NA,English,male,9315,You visit your friend who lives in another city. You take a walk and you see the following:,5,1617905521412,NA,buildings_landmark,It is small relative to other,1,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That landmark is a small stripmall.</b>
2768,What do you think your friend is saying it is small relative to?,Thu Apr 08 2021 14:12:01 GMT-0400 (Eastern Daylight Time),images/chihuahua.png,images/dog-parade-basic.png,39,critical,None that I noticed.,2,dogs1,Linda,NA,dogs,chihuahuas,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,service-animal,chihuahua,23,chihuahuas,"Very interesting, fun survey. Thank you!",some_college,small,NA,English,male,6118,You and your friend are at an animal training ground and you see the following:,6,1617905521412,NA,dogs1_service,It is small relative to other,1,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That small chihuahua is a service-animal.</b>
2768,What do you think your friend is saying it is small relative to?,Thu Apr 08 2021 14:12:01 GMT-0400 (Eastern Daylight Time),images/bonsai_stick.png,images/tree-parade-basic.png,39,critical,None that I noticed.,2,trees,Linda,NA,trees,bonsais,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,landmark,bonsai,23,bonsais,"Very interesting, fun survey. Thank you!",some_college,small,NA,English,male,24997,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,7,1617905521412,NA,trees_landmark,It is small relative to other,1,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That landmark is a small bonsai.</b>
2768,What do you think your friend is saying it is small relative to?,Thu Apr 08 2021 14:12:01 GMT-0400 (Eastern Daylight Time),images/clownfish_net.png,images/fish-parade-basic.png,39,critical,None that I noticed.,2,fish,Linda,NA,fish,clownfish,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,rescue,clownfish,23,clownfish,"Very interesting, fun survey. Thank you!",some_college,small,NA,English,male,3260,You visit your friend who works as a marine biologist and you see the following:,8,1617905521412,NA,fish_rescue,It is small relative to other,1,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That small clownfish is a rescue.</b>
2768,What do you think your friend is saying it is small relative to?,Thu Apr 08 2021 14:12:01 GMT-0400 (Eastern Daylight Time),images/hummingbird.png,images/bird-parade-basic.png,39,critical,None that I noticed.,2,birds,Linda,NA,hummingbirds,birds,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,rescue,hummingbird,23,hummingbirds,"Very interesting, fun survey. Thank you!",some_college,small,NA,English,male,5627,You visit your friend who works at an animal shelter and you see the following:,9,1617905521412,NA,birds_rescue,It is small relative to other,1,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That small hummingbird is a rescue.</b>
2768,What do you think your friend is saying it is big relative to?,Thu Apr 08 2021 14:12:01 GMT-0400 (Eastern Daylight Time),images/tuna_net.png,images/fish-parade-basic.png,39,critical,None that I noticed.,2,fish,Linda,NA,tunas,fish,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,rescue,tuna,23,tunas,"Very interesting, fun survey. Thank you!",some_college,big,NA,English,male,2891,You visit your friend who works as a marine biologist and you see the following:,10,1617905521412,NA,fish_rescue,It is big relative to other,1,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That rescue is a big tuna.</b>
2768,What do you think your friend is saying it is big relative to?,Thu Apr 08 2021 14:12:01 GMT-0400 (Eastern Daylight Time),images/doberman.png,images/dog-parade-basic.png,39,critical,None that I noticed.,2,dogs1,Linda,NA,dobermen,dogs,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,service-animal,doberman,23,dobermen,"Very interesting, fun survey. Thank you!",some_college,big,NA,English,male,3659,You and your friend are at an animal training ground and you see the following:,11,1617905521412,NA,dogs1_service,It is big relative to other,1,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That service-animal is a big doberman.</b>
2768,What do you think your friend is saying it is big relative to?,Thu Apr 08 2021 14:12:01 GMT-0400 (Eastern Daylight Time),images/redwood_sign.png,images/tree-parade-basic.png,39,critical,None that I noticed.,2,trees,Linda,NA,trees,redwoods,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,landmark,redwood,23,redwoods,"Very interesting, fun survey. Thank you!",some_college,big,NA,English,male,5564,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,12,1617905521412,NA,trees_landmark,It is big relative to other,1,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That big redwood is a landmark.</b>
2767,<i>What do you think Speaker A meant? </i>,Thu Apr 08 2021 11:02:03 GMT-0700 (Pacific Daylight Time),NA,NA,39,NA,No,1,NA,elizabeth,1,NA,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,32,buildings.,NA,graduated_college,NA,comp_class_warmup,English,male,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1617904923915,1,NA,The Empire State Building is tall relative to other,1,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2767,<i>What do you think Speaker A meant? </i>,Thu Apr 08 2021 11:02:03 GMT-0700 (Pacific Daylight Time),NA,NA,39,NA,No,1,NA,elizabeth,1,NA,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,32,buildings.,NA,graduated_college,NA,comp_class_warmup,English,male,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1617904923915,2,NA,The Empire State Building is tall relative to other,1,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2767,<i>What do you think Speaker A meant? </i>,Thu Apr 08 2021 11:02:03 GMT-0700 (Pacific Daylight Time),NA,NA,39,NA,No,1,NA,elizabeth,1,NA,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,32,buildings.,NA,graduated_college,NA,comp_class_warmup,English,male,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1617904923915,3,NA,The Empire State Building is tall relative to other,1,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2767,<i>What do you think Speaker A meant? </i>,Thu Apr 08 2021 11:02:03 GMT-0700 (Pacific Daylight Time),NA,NA,39,NA,No,1,NA,elizabeth,1,NA,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,32,buildings.,NA,graduated_college,NA,comp_class_warmup,English,male,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1617904923915,4,NA,The Empire State Building is tall relative to other,1,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2767,<i>What do you think Speaker A meant? </i>,Thu Apr 08 2021 11:02:03 GMT-0700 (Pacific Daylight Time),NA,NA,39,NA,No,1,NA,elizabeth,1,NA,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,32,buildings.,NA,graduated_college,NA,comp_class_warmup,English,male,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1617904923915,5,NA,The Empire State Building is tall relative to other,1,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2767,<i>What do you think Speaker A meant? </i>,Thu Apr 08 2021 11:02:03 GMT-0700 (Pacific Daylight Time),NA,NA,39,NA,No,1,NA,elizabeth,1,NA,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,32,buildings,NA,graduated_college,NA,comp_class_warmup,English,male,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1617904923915,6,NA,The Empire State Building is tall relative to other,1,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2767,What do you think your friend is saying it is small relative to?,Thu Apr 08 2021 11:02:03 GMT-0700 (Pacific Daylight Time),images/pug-gift.png,images/dog-parade-basic2-gift.png,39,critical,No,1,dogs2,elizabeth,NA,pugs,dogs,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,present,pug,32,pugs,NA,graduated_college,small,NA,English,male,44888,You and your friend are at a pet store and you see the following:,1,1617904923915,NA,dogs2_present,It is small relative to other,1,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That present is a small pug.</b>
2767,What do you think your friend is saying it is big relative to?,Thu Apr 08 2021 11:02:03 GMT-0700 (Pacific Daylight Time),images/tuna_net.png,images/fish-parade-basic.png,39,critical,No,1,fish,elizabeth,NA,tunas,fish,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,rescue,tuna,32,tunas,NA,graduated_college,big,NA,English,male,31647,You visit your friend who works as a marine biologist and you see the following:,2,1617904923915,NA,fish_rescue,It is big relative to other,1,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That rescue is a big tuna.</b>
2767,What do you think your friend is saying it is big relative to?,Thu Apr 08 2021 11:02:03 GMT-0700 (Pacific Daylight Time),images/great-dane-gift.png,images/dog-parade-basic2-gift.png,39,critical,No,1,dogs2,elizabeth,NA,dogs,Great Danes,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,present,Great Dane,32,dogs,NA,graduated_college,big,NA,English,male,9285,You and your friend are at a pet store and you see the following:,3,1617904923915,NA,dogs2_present,It is big relative to other,1,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That big Great Dane is a present.</b>
2767,What do you think your friend is saying it is small relative to?,Thu Apr 08 2021 11:02:03 GMT-0700 (Pacific Daylight Time),images/clownfish_net.png,images/fish-parade-basic.png,39,critical,No,1,fish,elizabeth,NA,clownfish,fish,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,rescue,clownfish,32,fish,NA,graduated_college,small,NA,English,male,4640,You visit your friend who works as a marine biologist and you see the following:,4,1617904923915,NA,fish_rescue,It is small relative to other,1,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That small clownfish is a rescue.</b>
2767,What do you think your friend is saying it is big relative to?,Thu Apr 08 2021 11:02:03 GMT-0700 (Pacific Daylight Time),images/redwood_sign.png,images/tree-parade-basic.png,39,critical,No,1,trees,elizabeth,NA,trees,redwoods,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,landmark,redwood,32,trees,NA,graduated_college,big,NA,English,male,32686,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,5,1617904923915,NA,trees_landmark,It is big relative to other,1,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That big redwood is a landmark.</b>
2767,What do you think your friend is saying it is small relative to?,Thu Apr 08 2021 11:02:03 GMT-0700 (Pacific Daylight Time),images/stripmall-landmark.png,images/buildings-parade-basic.png,39,critical,No,1,buildings,elizabeth,NA,buildings,stripmalls,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,landmark,stripmall,32,buildings,NA,graduated_college,small,NA,English,male,11481,You visit your friend who lives in another city. You take a walk and you see the following:,6,1617904923915,NA,buildings_landmark,It is small relative to other,1,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That small stripmall is a landmark.</b>
2767,What do you think your friend is saying it is small relative to?,Thu Apr 08 2021 11:02:03 GMT-0700 (Pacific Daylight Time),images/chihuahua-rescue.png,images/dog-parade-basic-rescue.png,39,critical,No,1,dogs1,elizabeth,NA,dogs,chihuahuas,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,rescue,chihuahua,32,dogs,NA,graduated_college,small,NA,English,male,16629,You visit your friend who works at an animal shelter and you see the following:,7,1617904923915,NA,dogs1_rescue,It is small relative to other,1,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That rescue is a small chihuahua.</b>
2767,What do you think your friend is saying it is big relative to?,Thu Apr 08 2021 11:02:03 GMT-0700 (Pacific Daylight Time),images/sunflower-landmark.png,images/flower-parade-basic-landmark.png,39,critical,No,1,flowers,elizabeth,NA,sunflowers,flowers,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,landmark,sunflower,32,flowers,NA,graduated_college,big,NA,English,male,9153,You and your friend walk to a cabin you are renting for the weekend for the first time. You go along the path and you see the following:,8,1617904923915,NA,flowers_landmark,It is big relative to other,1,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That landmark is a big sunflower.</b>
2767,What do you think your friend is saying it is big relative to?,Thu Apr 08 2021 11:02:03 GMT-0700 (Pacific Daylight Time),images/doberman-rescue.png,images/dog-parade-basic-rescue.png,39,critical,No,1,dogs1,elizabeth,NA,dobermen,dogs,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,rescue,doberman,32,dobermen,NA,graduated_college,big,NA,English,male,8784,You visit your friend who works at an animal shelter and you see the following:,9,1617904923915,NA,dogs1_rescue,It is big relative to other,1,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That big doberman is a rescue.</b>
2767,What do you think your friend is saying it is small relative to?,Thu Apr 08 2021 11:02:03 GMT-0700 (Pacific Daylight Time),images/bonsai_stick.png,images/tree-parade-basic.png,39,critical,No,1,trees,elizabeth,NA,trees,bonsais,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,landmark,bonsai,32,bonsais,NA,graduated_college,small,NA,English,male,87137,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,10,1617904923915,NA,trees_landmark,It is small relative to other,1,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That landmark is a small bonsai.</b>
2767,What do you think your friend is saying it is big relative to?,Thu Apr 08 2021 11:02:03 GMT-0700 (Pacific Daylight Time),images/skyscraper-landmark.png,images/buildings-parade-basic.png,39,critical,No,1,buildings,elizabeth,NA,skyscrapers,buildings,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,landmark,skyscraper,32,buildings,NA,graduated_college,big,NA,English,male,5316,You visit your friend who lives in another city. You take a walk and you see the following:,11,1617904923915,NA,buildings_landmark,It is big relative to other,1,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That landmark is a big skyscraper.</b>
2767,What do you think your friend is saying it is small relative to?,Thu Apr 08 2021 11:02:03 GMT-0700 (Pacific Daylight Time),images/dandelion-landmark.png,images/flower-parade-basic-landmark.png,39,critical,No,1,flowers,elizabeth,NA,flowers,dandelions,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,landmark,dandelion,32,flowers,NA,graduated_college,small,NA,English,male,4643,You and your friend walk to a cabin you are renting for the weekend for the first time. You go along the path and you see the following:,12,1617904923915,NA,flowers_landmark,It is small relative to other,1,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That small dandelion is a landmark.</b>
