submission_id,question,response1,target_picture,context_picture,experiment_id,picture2,correct1,question1,problems,enjoyment,item,botresponse,trials,correct2,understand,text,sentence,syntax,target,age,response,comments,picture1,response3,education,name,languages,sex,RT,correct3,context,trial_number,startTime,attempts,paraphrase,question3,fairprice,reference,question2,response2,correct,trial_name,adj,utterance
2135,<i>What do you think Speaker A meant? </i>,NA,NA,NA,32,NA,NA,NA,no,2,NA,susan,1,NA,yes,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,51,buildings,NA,NA,NA,some_college,comp_class_warmup,English,other,NA,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1586287124753,1,The Empire State Building is tall relative to other,NA,1,NA,NA,NA,"buildings, skyscrapers, houses, constructions (choose one)",comp_class_warmup,NA,NA
2135,NA,tall tree,NA,NA,32,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a,no,2,trees,susan,NA,bonsai,yes,Please label the pictures below.,NA,NA,NA,51,NA,NA,warmup/sequoia.png,trees,some_college,NA,English,other,NA,trees,NA,1,1586287124753,1,NA,This is a,1,NA,These are both,small tree,NA,warmup1,NA,NA
2135,NA,redwood,NA,NA,32,warmup/bonsai.jpg,redwood or sequoia (choose one),This is a,no,2,trees,susan,NA,bonsai,yes,Please label the pictures below.,NA,NA,NA,51,NA,NA,warmup/sequoia.png,trees,some_college,NA,English,other,NA,trees,NA,1,1586287124753,2,NA,This is a,1,NA,These are both,bonsai,NA,warmup1,NA,NA
2135,NA,chihuahua,NA,NA,32,warmup/doberman.jpg,chihuahua,This is a,no,2,dogs1,susan,NA,doberman,yes,Please label the pictures below.,NA,NA,NA,51,NA,NA,warmup/chihuahua.jpg,dogs,some_college,NA,English,other,NA,dogs,NA,2,1586287124753,1,NA,This is a,1,NA,These are both,great dane,NA,warmup1,NA,NA
2135,NA,chihuahua,NA,NA,32,warmup/doberman.jpg,chihuahua,This is a,no,2,dogs1,susan,NA,doberman,yes,Please label the pictures below.,NA,NA,NA,51,NA,NA,warmup/chihuahua.jpg,dogs,some_college,NA,English,other,NA,dogs,NA,2,1586287124753,2,NA,This is a,1,NA,These are both,doberman,NA,warmup1,NA,NA
2135,NA,hummingbird,NA,NA,32,warmup/eagle.png,hummingbird,This is a,no,2,birds,susan,NA,eagle,yes,Please label the pictures below.,NA,NA,NA,51,NA,NA,warmup/colibri.jpg,birds,some_college,NA,English,other,NA,birds,NA,3,1586287124753,1,NA,This is an,1,NA,These are both,eagle,NA,warmup1,NA,NA
2135,What do you think your friend is saying is it small relative to?,NA,images/chihuahua.png,images/dog-parade-chihuahua.png,32,NA,NA,NA,no,2,dogs1,susan,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,predicate,chihuahua,51,dogs,NA,NA,NA,some_college,NA,English,other,14544,NA,You and your friend are at an animal training ground and you see the following:,1,1586287124753,NA,It is small relative to other,NA,1,service animal,NA,NA,NA,custom_main_text1,small,Your friend says: <br/><b>That service animal is a small chihuahua.</b>
2135,What do you think your friend is saying is it small  relative to?,NA,images/hummingbird.png,images/bird-parade-hummingbird.png,32,NA,NA,NA,no,2,birds,susan,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,predicate,hummingbird,51,birds,NA,NA,NA,some_college,NA,English,other,12616,NA,You visit your friend who works at an animal shelter and you see the following:,2,1586287124753,NA,It is small  relative to other,NA,1,rescue,NA,NA,NA,custom_main_text1,small,Your friend says: <br/><b>That rescue is a small hummingbird.</b>
2135,What do you think your friend is saying is it big  relative to?,NA,images/redwood_sign.png,images/tree-parade-redwood.png,32,NA,NA,NA,no,2,trees,susan,NA,NA,yes,Your friend goes ahead of you. You see your friend in the distance:,NA,subject,redwood,51,trees,NA,NA,NA,some_college,NA,English,other,13087,NA,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,3,1586287124753,NA,It is big  relative to other,NA,1,landmark,NA,NA,NA,custom_main_text1,big,Your friend says: <br/><b>That big redwood is a landmark.</b>
2135,NA,dandelion,NA,NA,32,warmup/sunflower.jpg,dandelion,This is a,no,2,flowers,susan,NA,sunflower,yes,Please label the pictures below.,NA,NA,NA,51,NA,NA,warmup/dandelion.jpg,flower,some_college,NA,English,other,NA,flowers,NA,1,1586287124753,1,NA,This is a,1,NA,These are both,sunflower,NA,warmup2,NA,NA
