submission_id,question,startDate,target_picture,context_picture,experiment_id,trial_type,problems,enjoyment,item,botresponse,trials,option2,option1,understand,text,sentence,syntax,ref_np,target,age,response,comments,education,target_size,name,languages,sex,RT,context,trial_number,startTime,attempts,item_noun,paraphrase,fairprice,correct,adj_cond,trial_name,adj,utterance
2817,<i>What do you think Speaker A meant? </i>,Fri Apr 09 2021 12:04:20 GMT-0700 (PDT),NA,NA,40,NA,No,1,NA,jessica,1,NA,NA,confused,NA,"<b> Speaker A: ""The Empire State Building is tall.""</b>",NA,NA,NA,25,buildings,NA,some_college,NA,comp_class_warmup,English,female,NA,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,1,1617995060699,1,NA,The Empire State Building is tall relative to other,NA,"buildings, skyscrapers, houses, constructions (choose one)",NA,comp_class_warmup,NA,NA
2817,What do you think your friend is saying it is small relative to?,Fri Apr 09 2021 12:04:20 GMT-0700 (PDT),images/dandelion.png,images/flower-parade-basic.png,40,critical,No,1,flowers,jessica,NA,dandelions,flowers,confused,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,present,dandelion,25,dandelions,NA,some_college,small,NA,English,female,49825,You and your friend are at a garden store and you see the following:,1,1617995060699,NA,flowers_present,It is small relative to other,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That present is a small dandelion.</b>
2817,What do you think your friend is saying it is small relative to?,Fri Apr 09 2021 12:04:20 GMT-0700 (PDT),images/hummingbird.png,images/bird-parade-basic.png,40,critical,No,1,birds,jessica,NA,birds,hummingbirds,confused,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,rescue,hummingbird,25,birds,NA,some_college,small,NA,English,female,12456,You visit your friend who works at an animal shelter and you see the following:,2,1617995060699,NA,birds_rescue,It is small relative to other,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That small hummingbird is a rescue.</b>
2817,What do you think your friend is saying it is big relative to?,Fri Apr 09 2021 12:04:20 GMT-0700 (PDT),images/doberman_filler.png,images/dog-parade-basic_filler.png,40,filler,No,1,dogs1,jessica,NA,dogs,dobermen,confused,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,service-animal,doberman,25,dogs,NA,some_college,big,NA,English,female,257321,You and your friend see the following:,3,1617995060699,NA,dogs1_service,It is big relative to other,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That doberman is big.</b>
2817,What do you think your friend is saying it is big relative to?,Fri Apr 09 2021 12:04:20 GMT-0700 (PDT),images/redwood_filler.png,images/tree-parade-basic_filler.png,40,filler,No,1,trees,jessica,NA,trees,redwoods,confused,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,landmark,redwood,25,trees,NA,some_college,big,NA,English,female,17718,You and your friend see the following:,4,1617995060699,NA,trees_landmark,It is big relative to other,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That's a big redwood.</b>
2817,What do you think your friend is saying it is small relative to?,Fri Apr 09 2021 12:04:20 GMT-0700 (PDT),images/pug_filler.png,images/dog-parade-basic2_filler.png,40,filler,No,1,dogs2,jessica,NA,pugs,dogs,confused,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,present,pug,25,dogs,NA,some_college,small,NA,English,female,12171,You and your friend see the following:,5,1617995060699,NA,dogs2_present,It is small relative to other,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That pug is small.</b>
2817,What do you think your friend is saying it is small relative to?,Fri Apr 09 2021 12:04:20 GMT-0700 (PDT),images/pug_filler.png,images/dog-parade-basic2_filler.png,40,filler,No,1,dogs2,jessica,NA,pugs,dogs,confused,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,prize-winner,pug,25,pugs,NA,some_college,small,NA,English,female,23022,You and your friend see the following:,6,1617995060699,NA,dogs2_prize,It is small relative to other,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That's a small pug.</b>
2817,What do you think your friend is saying it is small relative to?,Fri Apr 09 2021 12:04:20 GMT-0700 (PDT),images/bonsai_stick.png,images/tree-parade-basic.png,40,critical,No,1,trees,jessica,NA,bonsais,trees,confused,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,landmark,bonsai,25,bonsais,NA,some_college,small,NA,English,female,20508,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,7,1617995060699,NA,trees_landmark,It is small relative to other,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That small bonsai is a landmark.</b>
2817,What do you think your friend is saying it is big relative to?,Fri Apr 09 2021 12:04:20 GMT-0700 (PDT),images/skyscraper-landmark.png,images/buildings-parade-basic.png,40,critical,No,1,buildings,jessica,NA,skyscrapers,buildings,confused,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,landmark,skyscraper,25,buildings,NA,some_college,big,NA,English,female,32350,You visit your friend who lives in another city. You take a walk and you see the following:,8,1617995060699,NA,buildings_landmark,It is big relative to other,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That landmark is a big skyscraper.</b>
2817,What do you think your friend is saying it is small relative to?,Fri Apr 09 2021 12:04:20 GMT-0700 (PDT),images/stripmall-landmark-filler.png,images/buildings-parade-basic_filler.png,40,filler,No,1,buildings,jessica,NA,stripmalls,buildings,confused,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,landmark,stripmall,25,stripmalls,NA,some_college,small,NA,English,female,19448,You and your friend see the following:,9,1617995060699,NA,buildings_landmark,It is small relative to other,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That stripmall is small.</b>
2817,What do you think your friend is saying it is small relative to?,Fri Apr 09 2021 12:04:20 GMT-0700 (PDT),images/chihuahua.png,images/dog-parade-basic.png,40,critical,No,1,dogs1,jessica,NA,chihuahuas,dogs,confused,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,service-animal,chihuahua,25,chihuahuas,NA,some_college,small,NA,English,female,9065,You and your friend are at an animal training ground and you see the following:,10,1617995060699,NA,dogs1_service,It is small relative to other,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That service-animal is a small chihuahua.</b>
2817,What do you think your friend is saying it is big relative to?,Fri Apr 09 2021 12:04:20 GMT-0700 (PDT),images/eagle_filler.png,images/bird-parade-basic_filler.png,40,filler,No,1,birds,jessica,NA,birds,eagles,confused,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,rescue,eagle,25,eagles,NA,some_college,big,NA,English,female,12610,You and your friend see the following:,11,1617995060699,NA,birds_rescue,It is big relative to other,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That's a big eagle.</b>
2817,What do you think your friend is saying it is big relative to?,Fri Apr 09 2021 12:04:20 GMT-0700 (PDT),images/great-dane-gift.png,images/dog-parade-basic2-gift.png,40,critical,No,1,dogs2,jessica,NA,dogs,Great Danes,confused,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,present,Great Dane,25,Great,NA,some_college,big,NA,English,female,442883,You and your friend are at a pet store and you see the following:,12,1617995060699,NA,dogs2_present,It is big relative to other,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That present is a big Great Dane.</b>
2817,What do you think your friend is saying it is big relative to?,Fri Apr 09 2021 12:04:20 GMT-0700 (PDT),images/tuna_net.png,images/fish-parade-basic.png,40,critical,No,1,fish,jessica,NA,fish,tunas,confused,Your friend goes ahead of you. You see your friend in the distance:,NA,subj,rescue,tuna,25,fish,NA,some_college,big,NA,English,female,17381,You visit your friend who works as a marine biologist and you see the following:,13,1617995060699,NA,fish_rescue,It is big relative to other,NA,NA,congruent,custom_main_text1,big,Your friend says: <br/><b>That big tuna is a rescue.</b>
2817,What do you think your friend is saying it is small relative to?,Fri Apr 09 2021 12:04:20 GMT-0700 (PDT),images/clownfish_filler.png,images/fish-parade-basic_filler.png,40,filler,No,1,fish,jessica,NA,clownfish,fish,confused,Your friend goes ahead of you. You see your friend in the distance:,NA,pred,rescue,clownfish,25,fish,NA,some_college,small,NA,English,female,7142,You and your friend see the following:,14,1617995060699,NA,fish_rescue,It is small relative to other,NA,NA,congruent,custom_main_text1,small,Your friend says: <br/><b>That's a small clownfish.</b>
